Trinity_ID	SA11_S12	SA11_S9	SA16	SA20	SA21	SA23	SA25	SA26	SA31	SA32	SA39	SA42	SA48	SA4_S1	SA4_S2	SA50	SA52	SA5_S3	SA5_S4	SA68	SA74	SA7_S5	SA7_S6	SA80	SA89	SA97	SA9_S7	SA9_S8
TRINITY_DN20026_c0_g1_i1	-1.44584689055948	2.29097442688868	-0.242959057089339	-1.44584689055948	-1.44584689055948	1.52427050704602	-1.44584689055948	-1.44584689055948	-1.44584689055948	-1.44584689055948	-1.44584689055948	-1.44584689055948	-1.44584689055948	1.26542774049038	3.39255027485669	0.130433367061873	1.33698100151541	3.24563144142792	-1.44584689055948	-0.419400910255681	-1.44584689055948	-1.44584689055948	3.76886078263816	2.44897087274846	-1.44584689055948	-1.44584689055948	3.31798956833147	-0.372026657267811
TRINITY_DN13341_c0_g1_i1	-0.554923480718722	-0.73662839747002	-0.786132440697118	5.38078746164331	4.77015204582161	-0.0258534197856362	0.0941434481141818	-0.373720410825097	0.439254678218808	1.25115392860076	0.717170031261388	-1.24556405933442	-1.24556405933442	-1.24556405933442	-1.24556405933442	-0.880431465881885	-1.24556405933442	-0.566590751480245	-0.738657504753722	-0.57291243000603	-1.24556405933442	1.22197628271942	-0.273974523804353	-0.449797111552023	0.927563374146241	-0.221244380139002	-0.744762006277257	-0.403188571128127
TRINITY_DN1784_c0_g1_i4	-0.451291609471972	-1.45596557157594	1.65032947348209	0.809310330702301	-0.0446390613840553	-0.455575495856142	0.151960815329499	1.09385084763825	-0.428146272824111	1.04216790739212	0.832494412465696	1.13742504619505	-0.895396096064874	0.0254988017812221	-0.927492971429211	1.33828861085766	0.981379719719933	-1.49792344623899	-0.611527554745851	1.29559478048904	-0.377018847093346	-1.02946494453049	-1.5511050716135	-0.313081228754986	0.733335158121362	0.855940505084479	-1.63077543933913	-0.278172798336103
TRINITY_DN4994_c0_g1_i1	-0.501329185420947	-0.423326673419674	-0.343067101504214	-0.461235833938704	-0.586253283140213	-0.813994358979341	3.72180977929096	-0.454473188551746	-0.565459522840663	-0.398235692456843	-0.813994358979341	-0.813994358979341	3.69785315380909	-0.59614326216821	-0.31115460072341	-0.813994358979341	-0.298988442545612	-0.254257834546359	-0.20992303531048	-0.414549794389884	3.15391201131081	-0.0207227044812586	0.533671297321629	-0.00746406971977553	-0.382104010693161	-0.813994358979341	-0.333729236924878	-0.474856974059756
TRINITY_DN3625_c0_g1_i3	-1.14838627307881	-0.983482690925956	-0.901924579370182	3.31413980916812	3.45501550738318	-0.577248031172703	2.06637555130907	-0.0464848438395338	-0.983482690925956	-0.939633528284784	-0.274178963536656	-1.38460295323031	4.38966774057336	-1.01551503981196	-1.17845361093816	-0.253382999264624	-0.660356415357962	-1.27889965684808	-0.865965211937107	-0.922296211851772	3.80788311987638	-1.34666447057036	-0.297406169157465	-0.0446971174138893	2.22899890103904	-1.73623128233309	-1.52086331012961	-0.901924579370182
TRINITY_DN1087_c2_g1_i7	0.098877497291962	2.06455502153641	-0.0184543225698882	-0.861634212827062	-0.861634212827062	-0.296037036972837	-0.861634212827062	-0.194423300346192	-0.594997570313073	0.14914562592618	1.17715311767851	0.383861449992858	-0.861634212827062	-0.175469886765703	1.61371012431555	0.136200119954823	-0.327572610405944	1.40440268116826	0.79417554152839	-0.589013758164071	-0.861634212827062	-0.229365997327549	0.824978363988529	-0.861634212827062	-0.805050684460695	0.229896380293554	0.190781681324076	-0.66754716071076
TRINITY_DN4119_c2_g1_i1	-0.560471293650007	-0.598589628363704	0.551848248199711	0.532050191486062	-0.839316836135805	-1.43137100994371	1.56285561709908	-0.726123448606909	-1.26397081154016	0.180176276368407	0.213338023483725	-0.643708174069735	3.58064001028757	-0.407152129834651	-0.7585545164229	0.307657050679388	-0.428965085553786	-0.283087802635774	0.417733884011888	-0.232461729565806	4.55418457935684	0.525685350099707	-0.960663168407462	-0.23816705613481	-1.76417569408168	-0.435849827996166	-0.896101196518009	0.042560178388702
TRINITY_DN73_c0_g1_i14	-0.564350612231382	-0.141129588577444	-0.204403214906513	-0.492766922241448	-1.45765103765347	0.0448699158968218	1.29053692229242	-0.0910761156045465	-0.686746260979089	-0.466790949086694	-0.915003513508956	0.215440642857104	3.30804602827866	-0.931699038668906	-0.707013812479468	0.578938351298615	0.229873180453819	-0.354708597365041	0.351754908403821	0.125441324212745	2.52336745445096	-0.561711765066025	-0.369466915843713	0.563222657188053	-0.418075319668012	-2.48846464755941	0.915297001288993	0.704269924818105
TRINITY_DN8456_c0_g1_i1	-0.429885885816585	-0.544294157404478	1.11542943005385	0.92484656220998	0.8947893283538	-0.592211874009372	1.20669267475532	0.907177744264343	-1.17974099174067	1.21697355434716	1.06379920446198	0.66928310961801	-0.860281152444055	-0.605608424220263	-1.72817761643671	0.993092497576153	0.741260703370931	-0.806931727851121	-0.00605317952277007	0.696828425048225	-0.665321961230719	-0.275730438522009	-1.56931551022826	-1.22117588367259	1.16815478747323	-0.498878107725784	-0.835786590523306	0.221065479815701
TRINITY_DN9798_c0_g1_i4	-1.08756419874972	-0.416356834934901	0.310481311485227	1.87157204730642	2.81969158988464	-0.437730485727468	0.675820480090284	0.189478903035971	-0.344221034812802	0.244917141879547	-0.149600081986677	-0.329028919571112	-0.375093791914079	-0.0439450374182866	-0.339320386443997	-0.325255756469055	-0.416930357121301	-0.291208275641378	0.0847936785488728	0.0336610945581071	-1.7474887571521	-0.389092495195449	-0.197573203530148	-0.781058289845805	2.73864636243601	-0.107330602188822	-0.913182054189195	-0.277082046332773
TRINITY_DN32365_c0_g1_i1	-1.58132967546831	-1.58132967546831	-1.58132967546831	2.76619425530173	4.24948338836751	-1.58132967546831	-0.175337315792476	-0.650781556220457	-0.0943579310979055	0.531036847604251	-0.453696395742439	-1.58132967546831	4.46063605050861	0.506133165782027	-0.479679599373878	-1.01573249961409	-0.614161067935685	-1.17098857085422	-0.543596048021797	-1.58132967546831	5.15070882635935	-1.58132967546831	-1.32311228593229	-0.446451621125201	4.7835753787449	-1.58132967546831	-1.58132967546831	-1.24790594174312
TRINITY_DN8217_c0_g1_i24	-0.215844327458191	1.11757667259827	1.72370577385346	-1.15068851664603	-1.43067885773902	0.297867483449217	-2.69059858403843	0.936967977545029	-0.542213942127305	0.0305323640542761	0.981807986650992	2.09533165598517	-3.28227800097416	2.89832739444859	0.677584869448344	0.54198069562921	0.649972190355236	0.53145189350725	-0.716680825119939	1.44089826665336	-2.6114376650926	-0.208971883637647	1.36290485806385	-0.53102853614536	-1.84345288779854	0.0598500168566964	0.278314686027816	-0.401200758349544
TRINITY_DN118233_c0_g2_i2	0.205534031198954	1.19863157370327	-0.914541153242195	-1.03874517508271	-1.34327213198366	-0.184308245727414	-0.332989856706548	-0.07745591666833	1.1165168105046	0.701241105158859	0.989035813172626	0.278240813610643	-1.66078456099641	0.241362744110021	0.993906167676137	-1.13243824764265	-0.41427581709632	1.87613381486291	-0.669383024325657	-0.397852216995697	-1.89712410016479	0.393595182606168	1.51443773082947	0.380563153569457	-1.37909260756262	1.1582451113757	0.419311310845715	-0.0244923090295353
TRINITY_DN13689_c0_g1_i11	-1.36739509357596	0.815297203940232	-1.36739509357596	2.33282265440686	2.28371401715845	0.281070349451356	1.41878303522281	-0.595087118617555	-0.0983619471207211	-1.36739509357596	-0.815509990104233	-0.985558009669911	1.06770005804414	0.0418600531088795	-0.396541439235474	-1.17078804948114	-0.776673323566117	-0.375351817404301	-0.965764626991217	-1.11401085777588	2.65975895792777	-0.965764626991217	0.67629936765002	-0.276541663124845	4.41359734173727	-1.36739509357596	-1.19618826615782	-0.789180928103504
